来源项目,来源记录,标题或条目说明,作者或机构,资料类型,证据等级,发布日期,记录状态,URL,来源文件,备注
调研-训练推理芯片调研,3；45,"📘 Google Cloud, TPU system architecture / v4 / v5p / v5e / v6e(Trillium) / tpu7x(Ironwood)（v6e BF16 918/INT8 1836；tpu7x FP8 4614/BF16 2307、192GiB/7380GBps、ICI 1200GBps、9216 芯片）. ；/v4 ；/v5p ；/v5e ；/v6e ；/tpu7x",,厂商或官方资料,,,v4 当前引用,https://docs.cloud.google.com/tpu/docs/system-architecture-tpu-vm,调研v4/99_参考文献总库.md；调研v4/厂商档案/Google-TPU/芯片架构详解.md,
调研-训练推理芯片调研,10；22；46,"📘 Google Cloud, bfloat16: the secret to high performance on Cloud TPUs（MXU 128×128, bf16 乘/FP32 累加）.",,厂商或官方资料,,,v4 当前引用,https://cloud.google.com/blog/products/ai-machine-learning/bfloat16-the-secret-to-high-performance-on-cloud-tpus,调研v4/99_参考文献总库.md；调研v4/厂商档案/Google-TPU/芯片架构详解.md；调研v4/厂商档案/Google-TPU/资料汇总.md,
调研-训练推理芯片调研,1；2；93,"📘 Graphcore, AI-Float White Paper（FP16.16/FP16.32 MAC、stochastic rounding）；Poplar SDK Overview / PyTorch for IPU；The WoW Factor (Bow).",,厂商或官方资料,,,v4 当前引用,https://docs.graphcore.ai/projects/ai-float-white-paper/en/latest/ai-float.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/Graphcore/芯片架构详解.md；调研v4/厂商档案/Graphcore/资料汇总.md,
调研-训练推理芯片调研,12；2；93,"📘 Graphcore, AI-Float White Paper（FP16.16/FP16.32 MAC、stochastic rounding）；Poplar SDK Overview / PyTorch for IPU；The WoW Factor (Bow).",,厂商或官方资料,,,v4 当前引用,https://docs.graphcore.ai/projects/sdk-overview/en/latest/overview.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/Graphcore/芯片架构详解.md；调研v4/厂商档案/Graphcore/资料汇总.md,
调研-训练推理芯片调研,3；93,"📘 Graphcore, AI-Float White Paper（FP16.16/FP16.32 MAC、stochastic rounding）；Poplar SDK Overview / PyTorch for IPU；The WoW Factor (Bow).",,厂商或官方资料,,,v4 当前引用,https://www.graphcore.ai/posts/the-wow-factor-graphcore-systems-get-huge-power-and-efficiency-boost,调研v4/99_参考文献总库.md；调研v4/厂商档案/Graphcore/资料汇总.md,
调研-训练推理芯片调研,17；70,"📘 Groq Newsroom, NVIDIA-Groq 非独家授权（~$20B）；Raises $750M；14nm 6x Speedup（Llama 3.3 70B 投机解码 ~1660 tok/s）；12 hours later running Llama 3.",,厂商或官方资料,,,v4 当前引用,https://groq.com/blog/12-hours-later-groq-is-running-llama-3-instruct-8-70b-by-meta-ai-on-its-lpu-inference-enginge,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,16；70,"📘 Groq Newsroom, NVIDIA-Groq 非独家授权（~$20B）；Raises $750M；14nm 6x Speedup（Llama 3.3 70B 投机解码 ~1660 tok/s）；12 hours later running Llama 3.",,厂商或官方资料,,,v4 当前引用,https://groq.com/blog/groq-first-generation-14nm-chip-just-got-a-6x-speed-boost-introducing-llama-3-1-70b-speculative-decoding-on-groqcloud,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,16；22；70,"📘 Groq Newsroom, NVIDIA-Groq 非独家授权（~$20B）；Raises $750M；14nm 6x Speedup（Llama 3.3 70B 投机解码 ~1660 tok/s）；12 hours later running Llama 3.",,厂商或官方资料,,,v4 当前引用,https://groq.com/newsroom/groq-and-nvidia-enter-non-exclusive-inference-technology-licensing-agreement-to-accelerate-ai-inference-at-global-scale,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,17；19；70,"📘 Groq Newsroom, NVIDIA-Groq 非独家授权（~$20B）；Raises $750M；14nm 6x Speedup（Llama 3.3 70B 投机解码 ~1660 tok/s）；12 hours later running Llama 3.",,厂商或官方资料,,,v4 当前引用,https://groq.com/newsroom/groq-raises-750-million-as-inference-demand-surges,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,14；2；67,"📘 Groq, GroqCard GC1 datasheet（275W）；RealScale Chip-to-chip（Dragonfly、264 芯片三跳、switchless）；GroqRack（72 LPU/机柜）.",,厂商或官方资料,,,v4 当前引用,https://cdn.sanity.io/files/chol0sk5/production/ec9c0e1b3f1e07f7389df879af71529abd66d662.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,12；3；67,"📘 Groq, GroqCard GC1 datasheet（275W）；RealScale Chip-to-chip（Dragonfly、264 芯片三跳、switchless）；GroqRack（72 LPU/机柜）.",,厂商或官方资料,,,v4 当前引用,https://groq.com/GroqDocs/TechDoc_Scalability.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,13；4；67,"📘 Groq, GroqCard GC1 datasheet（275W）；RealScale Chip-to-chip（Dragonfly、264 芯片三跳、switchless）；GroqRack（72 LPU/机柜）.",,厂商或官方资料,,,v4 当前引用,https://wow.groq.com/groqrack-compute-cluster/,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,1；66,"📘 Groq, GroqChip Processor Product Brief v1.7（230MB SRAM/80TB/s/750 TOPS/188 TFLOPS/RealScale）；Inside the LPU: Deconstructing Groq's Speed（1–3 J/token）.",,厂商或官方资料,,,v4 当前引用,https://groq.com/blog/inside-the-lpu-deconstructing-groq-speed,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,1；2；66,"📘 Groq, GroqChip Processor Product Brief v1.7（230MB SRAM/80TB/s/750 TOPS/188 TFLOPS/RealScale）；Inside the LPU: Deconstructing Groq's Speed（1–3 J/token）.",,厂商或官方资料,,,v4 当前引用,https://groq.sa/wp-content/uploads/2024/08/GroqChip%E2%84%A2-Processor-Product-Brief-v1.7.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,11；68,"📘 Groq/Samsung, Groq Selects Samsung Foundry for Next-gen LPU（SF4X 4nm、Taylor TX fab）；DigiTimes（4nm 量产 2H'25、15–20× 能效）.",,厂商或官方资料,,,v4 当前引用,https://www.digitimes.com/news/a20250611PD217/samsung-foundry-groq-ai-chip-4nm-production.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,10；5；68,"📘 Groq/Samsung, Groq Selects Samsung Foundry for Next-gen LPU（SF4X 4nm、Taylor TX fab）；DigiTimes（4nm 量产 2H'25、15–20× 能效）.",,厂商或官方资料,,,v4 当前引用,https://www.prnewswire.com/news-releases/groq-selects-samsung-foundry-to-bring-next-gen-lpu-to-the-ai-acceleration-market-301900464.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,11；8；87；调研v4/厂商档案/华为昇腾/资料汇总.md:18,"📘 Huawei, Ascend: Open for All（Connect 2025；CANN/MindSpore/openPangu 2025-12-31 前开源）；MindSpore 官网.",,厂商或官方资料,,,v4 当前引用,https://www.huawei.com/en/news/2025/9/hc-shengten-opensource,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/芯片架构详解.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,13；87；调研v4/厂商档案/华为昇腾/资料汇总.md:21,"📘 Huawei, Ascend: Open for All（Connect 2025；CANN/MindSpore/openPangu 2025-12-31 前开源）；MindSpore 官网.",,厂商或官方资料,,,v4 当前引用,https://www.mindspore.cn/en,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,166；2,"📘 Hugging Face Transformers, Performance / Anatomy of a model's memory（训练 18 B/参、推理 6 B/参）.",,厂商或官方资料,,,v4 当前引用,https://huggingface.co/docs/transformers/v4.18.0/en/performance,调研v4/99_参考文献总库.md；调研v4/主题分析/02_workload拆解_训练vs推理.md,
调研-训练推理芯片调研,116；4；调研v4/厂商档案/Intel-Gaudi/资料汇总.md:20,"📘 Intel, Gaudi 2 White Paper（7nm、24 TPC/2 MME、96GB HBM2e 2.45TB/s、24×100GbE）；Gaudi 3 PCIe Product Brief (HL-338)；Performance & Positioning deck；Habana Gaudi Architecture docs.",,厂商或官方资料,,,v4 当前引用,https://cdrdv2-public.intel.com/817488/Gaudi%203%20PCIe%20Product%20Brief_RB_1_V6.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/Intel-Gaudi/资料汇总.md,
调研-训练推理芯片调研,116；6；调研v4/厂商档案/Intel-Gaudi/资料汇总.md:27,"📘 Intel, Gaudi 2 White Paper（7nm、24 TPC/2 MME、96GB HBM2e 2.45TB/s、24×100GbE）；Gaudi 3 PCIe Product Brief (HL-338)；Performance & Positioning deck；Habana Gaudi Architecture docs.",,厂商或官方资料,,,v4 当前引用,https://cdrdv2-public.intel.com/854746/gaudi-3-ai-accelerator-performance-and-positioning.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/Intel-Gaudi/资料汇总.md,
调研-训练推理芯片调研,116；3；调研v4/厂商档案/Intel-Gaudi/资料汇总.md:18,"📘 Intel, Gaudi 2 White Paper（7nm、24 TPC/2 MME、96GB HBM2e 2.45TB/s、24×100GbE）；Gaudi 3 PCIe Product Brief (HL-338)；Performance & Positioning deck；Habana Gaudi Architecture docs.",,厂商或官方资料,,,v4 当前引用,https://docs.habana.ai/en/latest/Gaudi_Overview/Gaudi_Architecture.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/Intel-Gaudi/资料汇总.md,
调研-训练推理芯片调研,116；2；9；调研v4/厂商档案/Intel-Gaudi/资料汇总.md:16,"📘 Intel, Gaudi 2 White Paper（7nm、24 TPC/2 MME、96GB HBM2e 2.45TB/s、24×100GbE）；Gaudi 3 PCIe Product Brief (HL-338)；Performance & Positioning deck；Habana Gaudi Architecture docs.",,厂商或官方资料,,,v4 当前引用,https://www.intel.com/content/www/us/en/content-details/839363/intel-gaudi-2-ai-accelerators-white-paper.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/Intel-Gaudi/芯片架构详解.md；调研v4/厂商档案/Intel-Gaudi/资料汇总.md,
调研-训练推理芯片调研,1；115；6；调研v4/厂商档案/Intel-Gaudi/资料汇总.md:13,"📘 Intel, Gaudi 3 AI Accelerator Technical Paper (2025-07, V1 Rev.3)（8 MME×64K MAC、1835 BF16/FP8 矩阵 TFLOPS、64 TPC VLIW、128GB HBM2e 3.7TB/s、TSMC 5nm 双 die、24×200GbE）.",,厂商或官方资料,,,v4 当前引用,https://cdrdv2-public.intel.com/817486/gaudi-3-ai-accelerator-white-paper.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/Intel-Gaudi/芯片架构详解.md；调研v4/厂商档案/Intel-Gaudi/资料汇总.md,
调研-训练推理芯片调研,K-arch2；调研v4/厂商档案/Tenstorrent/芯片架构详解.md:168；调研v4/厂商档案/Tenstorrent/资料汇总.md:28,"📘 L. Bajić, J. Vasiljević, Compute substrate for Software 2.0, Hot Chips 32 (HC2020), Aug. 2020（IEEE Micro 2021 论文的原始官方演示，最早确立以太网原生 scale-out + 众核数据流路线）.",,厂商或官方资料,,,v4 当前引用,https://hc32.hotchips.org/assets/program/conference/day2/HotChips2020_FPGA_Tenstorrent_v02.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,155；7,"📘 Lightmatter, Passage M1000 Photonic Superchip（114 Tbps 光带宽、4000mm² 3D 光子 active interposer、内建固态光 OCS）；📊 ServeTheHome / DCD, M1000 at Hot Chips 2025 / M1000 & L200.",,厂商或官方资料,,,v4 当前引用,https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/,调研v4/99_参考文献总库.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,155；8,"📘 Lightmatter, Passage M1000 Photonic Superchip（114 Tbps 光带宽、4000mm² 3D 光子 active interposer、内建固态光 OCS）；📊 ServeTheHome / DCD, M1000 at Hot Chips 2025 / M1000 & L200.",,厂商或官方资料,,,v4 当前引用,https://www.datacenterdynamics.com/en/news/lightmatter-unveils-m1000-and-l200-passage-photonic-interconnects/,调研v4/99_参考文献总库.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,155；8,"📘 Lightmatter, Passage M1000 Photonic Superchip（114 Tbps 光带宽、4000mm² 3D 光子 active interposer、内建固态光 OCS）；📊 ServeTheHome / DCD, M1000 at Hot Chips 2025 / M1000 & L200.",,厂商或官方资料,,,v4 当前引用,https://www.servethehome.com/lightmatter-passage-m1000-at-hot-chips-2025/,调研v4/99_参考文献总库.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,123；9；调研v4/厂商档案/超大厂自研/资料汇总.md:37,"📘 Meta AI, MTIA v1 blog（7nm/102 TOPS INT8/128MB SRAM/25W）；v2 blog（256MB SRAM @2.7TB/s、LPDDR5 128GB、稠密 3.5×/稀疏 7×）；Four MTIA Chips in Two Years / Expanding Custom Silicon（MTIA 300/400/450/500 路线图，全面转 HBM）.",,厂商或官方资料,,,v4 当前引用,https://about.fb.com/news/2026/03/expanding-metas-custom-silicon-to-power-our-ai-workloads/,调研v4/99_参考文献总库.md；调研v4/厂商档案/超大厂自研/芯片架构详解.md；调研v4/厂商档案/超大厂自研/资料汇总.md,
调研-训练推理芯片调研,123；9；调研v4/厂商档案/超大厂自研/资料汇总.md:37,"📘 Meta AI, MTIA v1 blog（7nm/102 TOPS INT8/128MB SRAM/25W）；v2 blog（256MB SRAM @2.7TB/s、LPDDR5 128GB、稠密 3.5×/稀疏 7×）；Four MTIA Chips in Two Years / Expanding Custom Silicon（MTIA 300/400/450/500 路线图，全面转 HBM）.",,厂商或官方资料,,,v4 当前引用,https://ai.meta.com/blog/meta-mtia-scale-ai-chips-for-billions/,调研v4/99_参考文献总库.md；调研v4/厂商档案/超大厂自研/芯片架构详解.md；调研v4/厂商档案/超大厂自研/资料汇总.md,
调研-训练推理芯片调研,123；5；7；调研v4/厂商档案/超大厂自研/资料汇总.md:34,"📘 Meta AI, MTIA v1 blog（7nm/102 TOPS INT8/128MB SRAM/25W）；v2 blog（256MB SRAM @2.7TB/s、LPDDR5 128GB、稠密 3.5×/稀疏 7×）；Four MTIA Chips in Two Years / Expanding Custom Silicon（MTIA 300/400/450/500 路线图，全面转 HBM）.",,厂商或官方资料,,,v4 当前引用,https://ai.meta.com/blog/meta-training-inference-accelerator-AI-MTIA/,调研v4/99_参考文献总库.md；调研v4/厂商档案/超大厂自研/芯片架构详解.md；调研v4/厂商档案/超大厂自研/资料汇总.md,
调研-训练推理芯片调研,123；6；8；调研v4/厂商档案/超大厂自研/资料汇总.md:35,"📘 Meta AI, MTIA v1 blog（7nm/102 TOPS INT8/128MB SRAM/25W）；v2 blog（256MB SRAM @2.7TB/s、LPDDR5 128GB、稠密 3.5×/稀疏 7×）；Four MTIA Chips in Two Years / Expanding Custom Silicon（MTIA 300/400/450/500 路线图，全面转 HBM）.",,厂商或官方资料,,,v4 当前引用,https://ai.meta.com/blog/next-generation-meta-training-inference-accelerator-AI-MTIA/,调研v4/99_参考文献总库.md；调研v4/厂商档案/超大厂自研/芯片架构详解.md；调研v4/厂商档案/超大厂自研/资料汇总.md,
调研-训练推理芯片调研,16；20；41,"📘 Microsoft Learn, Azure ND-MI300X-v5（896 GB/s 聚合 IF）.",,厂商或官方资料,,,v4 当前引用,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes/gpu-accelerated/ndmi300xv5-series,调研v4/99_参考文献总库.md；调研v4/厂商档案/AMD/芯片架构详解.md；调研v4/厂商档案/AMD/资料汇总.md,
调研-训练推理芯片调研,131；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md:40,"📘 Mythic, M1076 Analog Matrix Processor（76 AMP tile、80M 权重原位、~25 TOPS @~3W、40nm）+ 官网.",,厂商或官方资料,,,v4 当前引用,https://mythic.ai/,调研v4/99_参考文献总库.md；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md,
调研-训练推理芯片调研,10；131；8；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md:39,"📘 Mythic, M1076 Analog Matrix Processor（76 AMP tile、80M 权重原位、~25 TOPS @~3W、40nm）+ 官网.",,厂商或官方资料,,,v4 当前引用,https://mythic.ai/products/m1076-analog-matrix-processor/,调研v4/99_参考文献总库.md；调研v4/厂商档案/CIM-Transformer-ASIC/芯片架构详解.md；调研v4/厂商档案/CIM-Transformer-ASIC/资料汇总.md,
调研-训练推理芯片调研,11；5；6,"📘 NVIDIA / Cisco, L40S / L4 Tensor Core GPU datasheet（L40S 48GB/864GB/s；L4 24GB/72W）.",,厂商或官方资料,,,v4 当前引用,https://www.cisco.com/c/dam/en/us/products/collateral/servers-unified-computing/ucs-c-series-rack-servers/nvidia-l4-gpu.pdf,调研v4/99_参考文献总库.md；调研v4/厂商档案/NVIDIA/芯片架构详解.md；调研v4/厂商档案/NVIDIA/资料汇总.md,
调研-训练推理芯片调研,11；15；5,"📘 NVIDIA / Cisco, L40S / L4 Tensor Core GPU datasheet（L40S 48GB/864GB/s；L4 24GB/72W）.",,厂商或官方资料,,,v4 当前引用,https://www.nvidia.com/en-us/data-center/l40s/,调研v4/99_参考文献总库.md；调研v4/厂商档案/NVIDIA/芯片架构详解.md；调研v4/厂商档案/NVIDIA/资料汇总.md,
调研-训练推理芯片调研,14；2；8,"📘 NVIDIA, Blackwell Ultra Sets New Inference Records in MLPerf Debut（GB300 NVL72 5842/2907 tok/s/GPU、NVFP4+FP8 KV-cache+disaggregated serving）.",,厂商或官方资料,,,v4 当前引用,https://developer.nvidia.com/blog/nvidia-blackwell-ultra-sets-new-inference-records-in-mlperf-debut/,调研v4/99_参考文献总库.md；调研v4/厂商档案/NVIDIA/芯片架构详解.md；调研v4/厂商档案/NVIDIA/资料汇总.md,
